City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,happy valley-goose bay,53.3168,-60.3315,14.17,62,20,3.09,CA,2024-06-11
346,kidal,18.4411,1.4078,34.98,18,0,2.13,ML,2024-06-11
347,worthing,50.8145,-0.3713,11.77,82,75,3.75,GB,2024-06-11
348,port pirie,-33.1833,138.0167,13.57,93,22,0.64,AU,2024-06-11
349,gizo,-8.103,156.8419,28.28,77,82,3.36,SB,2024-06-11
350,bikenibeu village,1.3673,173.1241,30.98,70,40,4.12,KI,2024-06-11
351,wynyard,-41.0,145.7167,7.72,71,17,4.89,AU,2024-06-11
352,sao gabriel da cachoeira,-0.1303,-67.0892,25.59,88,75,0.7,BR,2024-06-11
353,araguari,-18.6472,-48.1872,24.16,44,14,1.21,BR,2024-06-11
354,khmelnytskyi,49.4216,26.9965,16.35,98,100,6.78,UA,2024-06-11
355,badiyah,22.45,58.8,29.97,51,0,3.02,OM,2024-06-11
356,morehead city,34.7229,-76.726,28.03,65,0,5.14,US,2024-06-11
357,stanthorpe,-28.6667,151.95,11.35,77,2,5.9,AU,2024-06-11
358,san borja,-14.8167,-66.85,27.8,54,39,1.87,BO,2024-06-11
359,labrador city,52.9463,-66.9114,20.66,24,40,1.03,CA,2024-06-11
360,nadym,65.5333,72.5167,10.54,74,86,5.93,RU,2024-06-11
361,shitanjing,39.2342,106.3439,24.26,26,44,2.57,CN,2024-06-11
362,kavieng,-2.5744,150.7967,27.34,85,99,7.68,PG,2024-06-11
363,zyryanovsk,49.7386,84.2719,13.69,97,95,2.34,KZ,2024-06-11
364,alausi,-2.2,-78.8333,10.62,94,100,1.89,EC,2024-06-11
365,maceio,-9.6658,-35.7353,24.69,88,75,1.03,BR,2024-06-11
366,zuwarah,32.9312,12.082,27.7,57,42,2.69,LY,2024-06-11
367,sona,45.4388,10.8255,18.51,72,20,2.57,IT,2024-06-11
368,el alto,-4.2714,-81.2147,23.81,78,69,5.73,PE,2024-06-11
369,mount isa,-20.7333,139.5,9.87,66,0,2.06,AU,2024-06-11
370,winona,43.9666,-91.7668,27.11,47,40,2.06,US,2024-06-11
371,kargil,34.5667,76.1,6.33,49,2,2.06,IN,2024-06-11
372,constitucion,-35.3333,-72.4167,13.75,83,100,5.21,CL,2024-06-11
373,karakulino,56.012,53.7067,18.45,91,48,2.66,RU,2024-06-11
374,coahuayana de hidalgo,18.7,-103.6583,29.4,66,90,2.88,MX,2024-06-11
375,saltillo,25.4167,-101.0,33.68,21,0,5.81,MX,2024-06-11
376,al mindak,20.1588,41.2834,29.78,17,38,5.13,SA,2024-06-11
377,seminole,28.7086,-81.2081,26.9,86,100,2.06,US,2024-06-11
378,vila velha,-20.3297,-40.2925,22.97,83,0,1.54,BR,2024-06-11
379,novyy urengoy,66.0833,76.6333,7.38,76,50,1.7,RU,2024-06-11
380,jamaame,0.0697,42.745,24.46,84,74,4.58,SO,2024-06-11
381,khabary,53.6259,79.5345,13.76,92,100,3.22,RU,2024-06-11
382,wenchang,30.904,118.4887,24.93,85,91,2.07,CN,2024-06-11
383,bir el ater,34.7449,8.0602,26.64,30,51,3.88,DZ,2024-06-11
384,nova olimpia,-14.7972,-57.2881,24.42,43,8,1.7,BR,2024-06-11
385,dakhla,23.6848,-15.958,19.98,83,0,10.77,EH,2024-06-11
386,den burg,53.0542,4.7972,11.1,84,75,2.57,NL,2024-06-11
387,ruokolahti,61.2833,28.8333,11.17,84,84,2.89,FI,2024-06-11
388,ceres,37.5949,-120.9577,39.33,12,0,5.22,US,2024-06-11
389,kill devil hills,36.0307,-75.676,26.0,77,40,4.63,US,2024-06-11
390,kostopil',50.8784,26.4519,14.69,95,100,6.8,UA,2024-06-11
391,fort st. john,56.2499,-120.8529,16.94,36,75,1.03,CA,2024-06-11
392,porto franco,-6.3383,-47.3992,27.11,47,18,1.11,BR,2024-06-11
393,arteche,12.2645,125.4048,28.34,81,81,2.82,PH,2024-06-11
394,revda,56.801,59.9303,14.42,96,25,2.28,RU,2024-06-11
395,sechura,-5.5569,-80.8222,22.66,65,27,7.26,PE,2024-06-11
396,uturoa,-16.7333,-151.4333,25.69,71,63,9.32,PF,2024-06-11
397,novodvinsk,64.4165,40.8122,12.66,93,8,0.98,RU,2024-06-11
398,mount pearl,47.5166,-52.7813,19.19,65,40,5.14,CA,2024-06-11
399,lincoln,40.8,-96.667,33.48,29,0,0.89,US,2024-06-11
400,buka,40.8108,69.1986,24.0,38,3,0.93,UZ,2024-06-11
401,ciudad lazaro cardenas,17.9583,-102.2,28.9,69,98,4.53,MX,2024-06-11
402,tobruk,32.0836,23.9764,25.23,54,1,0.5,LY,2024-06-11
403,paramonga,-10.6667,-77.8333,18.74,81,75,2.55,PE,2024-06-11
404,alaghsas,17.0187,8.0168,28.13,48,81,2.88,NE,2024-06-11
405,cockburn town,21.4612,-71.1419,27.8,89,38,8.96,TC,2024-06-11
406,coari,-4.085,-63.1414,24.88,96,50,1.37,BR,2024-06-11
407,atbasar,51.8,68.3333,13.78,81,0,4.14,KZ,2024-06-11
408,quelimane,-17.8786,36.8883,19.97,88,75,2.42,MZ,2024-06-11
409,as sulayyil,20.4607,45.5779,33.14,14,0,3.5,SA,2024-06-11
410,sisimiut,66.9395,-53.6735,3.95,98,100,1.27,GL,2024-06-11
411,ambodifotatra,-16.9833,49.85,23.21,86,100,6.38,MG,2024-06-11
412,minot air force base,48.4209,-101.3391,26.1,53,40,6.69,US,2024-06-11
413,egersund,58.4513,5.9997,10.21,81,24,9.84,NO,2024-06-11
414,balabac,7.9868,117.0645,27.93,72,99,0.57,PH,2024-06-11
415,bowen,-20.0167,148.2333,16.52,68,2,2.01,AU,2024-06-11
416,plastun,44.7561,136.2939,13.22,86,100,1.78,RU,2024-06-11
417,al kharijah,25.4514,30.5464,28.72,19,0,2.95,EG,2024-06-11
418,belel,7.05,14.4333,15.65,95,73,1.13,CM,2024-06-11
419,port augusta,-32.5,137.7667,12.93,89,33,1.06,AU,2024-06-11
420,puerto cabezas,14.0351,-83.3888,28.98,84,75,2.06,NI,2024-06-11
421,mejit,10.2753,170.8646,27.89,82,33,9.34,MH,2024-06-11
422,peterhead,57.5058,-1.7981,8.22,75,95,8.84,GB,2024-06-11
423,sokcho,38.2083,128.5911,26.34,36,0,6.69,KR,2024-06-11
424,nelson bay,-32.7167,152.15,16.16,71,6,0.45,AU,2024-06-11
425,letterkenny,54.95,-7.7333,7.06,87,100,1.61,IE,2024-06-11
426,timbiqui,2.7717,-77.6654,26.01,88,82,1.91,CO,2024-06-11
427,shihezi,44.3,86.0333,23.9,38,73,2.31,CN,2024-06-11
428,rockingham,42.9668,-71.0995,22.17,75,99,1.43,US,2024-06-11
429,alacranes,22.7675,-81.5675,28.27,96,100,1.65,CU,2024-06-11
430,pandan,14.0453,124.1694,28.97,78,30,2.11,PH,2024-06-11
431,srivardhan,18.0333,73.0167,27.93,81,100,2.07,IN,2024-06-11
432,minas de marcona,-15.2119,-75.1103,15.9,67,100,2.62,PE,2024-06-11
433,miedzyzdroje,53.9292,14.451,12.1,84,61,9.25,PL,2024-06-11
434,walvis bay,-22.9575,14.5053,13.94,76,12,2.84,NA,2024-06-11
435,balashov,51.5502,43.1667,20.28,71,76,1.97,RU,2024-06-11
436,gainesville,29.6516,-82.3248,36.07,50,40,5.66,US,2024-06-11
437,sumbawa besar,-8.5,117.4333,22.21,90,83,1.71,ID,2024-06-11
438,zamboanguita,9.1025,123.1996,28.15,77,100,0.16,PH,2024-06-11
439,crane,31.3974,-102.3501,34.8,24,0,3.36,US,2024-06-11
440,sinabang,2.4803,96.3801,25.92,85,100,0.51,ID,2024-06-11
441,betio village,1.358,172.9211,31.02,75,62,6.26,KI,2024-06-11
442,'ain benian,36.8028,2.9219,21.03,75,0,1.75,DZ,2024-06-11
443,mermoz boabab,14.7065,-17.4758,26.31,83,0,4.12,SN,2024-06-11
444,bandar abbas,27.1865,56.2808,31.99,58,44,0.0,IR,2024-06-11
445,la'ie,21.6477,-157.9253,28.98,75,52,3.13,US,2024-06-11
446,cangucu,-31.395,-52.6756,15.56,97,100,3.53,BR,2024-06-11
447,island harbour,50.724,-1.2758,12.78,72,82,0.89,GB,2024-06-11
448,floro,61.5996,5.0328,11.04,66,20,6.17,NO,2024-06-11
449,nilsia,63.2,28.0833,10.92,89,94,1.94,FI,2024-06-11
450,hondomachi-hondo,32.45,130.2,20.96,88,97,2.7,JP,2024-06-11
451,quba,41.3626,48.5152,19.84,71,100,3.24,AZ,2024-06-11
452,vecumnieki,56.6064,24.5222,11.83,98,11,3.18,LV,2024-06-11
453,east ballina,-28.8667,153.5833,15.44,61,100,6.46,AU,2024-06-11
454,chiredzi,-21.05,31.6667,12.48,78,54,0.28,ZW,2024-06-11
455,howrah,22.5892,88.3103,30.0,89,40,4.63,IN,2024-06-11
456,mont-dore,-22.2833,166.5833,22.99,99,3,2.39,NC,2024-06-11
457,loch garman,52.3342,-6.4575,7.74,85,51,0.78,IE,2024-06-11
458,ustaritz,43.3965,-1.456,16.85,82,75,1.54,FR,2024-06-11
459,praia da vitoria,38.7333,-27.0667,20.14,77,40,0.4,PT,2024-06-11
460,oliver,49.1831,-119.5524,27.95,15,34,5.66,CA,2024-06-11
461,preobrazheniye,42.9019,133.9064,18.34,88,92,2.5,RU,2024-06-11
462,olyokminsk,60.3736,120.4264,19.68,50,61,0.82,RU,2024-06-11
463,iwaki,37.05,140.8833,23.4,64,41,3.07,JP,2024-06-11
464,tranqueras,-31.2,-55.75,19.69,95,100,3.0,UY,2024-06-11
465,arenas de san pedro,40.2104,-5.0869,16.31,51,42,3.11,ES,2024-06-11
466,nichinan,31.6,131.3667,22.82,95,100,3.54,JP,2024-06-11
467,fort mcmurray,56.7268,-111.381,19.77,45,100,3.09,CA,2024-06-11
468,uttar char fasson,22.2332,90.7132,29.47,83,100,6.27,BD,2024-06-11
469,kolonia,50.9333,6.95,11.64,77,20,3.09,DE,2024-06-11
470,bahia de kino,28.8333,-111.9333,34.88,30,0,5.52,MX,2024-06-11
471,mili,6.0815,171.735,28.35,80,65,6.02,MH,2024-06-11
472,san antonio de pale,-1.4014,5.6325,24.52,86,91,4.78,GQ,2024-06-11
473,turpan,42.9333,89.1667,31.88,22,84,0.19,CN,2024-06-11
474,essaouira,31.5125,-9.77,19.72,72,0,2.57,MA,2024-06-11
475,saldanha,-33.0117,17.9442,15.03,87,24,6.81,ZA,2024-06-11
476,taurage,55.2522,22.2897,9.0,97,5,3.63,LT,2024-06-11
477,hinton,53.4001,-117.5857,21.5,25,68,7.66,CA,2024-06-11
478,le port,-20.9373,55.2919,23.0,82,100,3.0,RE,2024-06-11
479,qaqortoq,60.7167,-46.0333,2.16,98,100,2.51,GL,2024-06-11
480,tatsinskiy,48.1968,41.2756,20.55,62,45,2.31,RU,2024-06-11
481,shenjiamen,29.9576,122.298,22.24,97,99,0.39,CN,2024-06-11
482,kirakira,-10.4544,161.9205,29.04,74,72,0.75,SB,2024-06-11
483,perbaungan,3.5679,98.956,25.06,89,100,0.75,ID,2024-06-11
484,suoyarvi,62.0833,32.35,8.37,87,22,2.17,RU,2024-06-11
485,antofagasta,-23.65,-70.4,15.6,86,13,2.4,CL,2024-06-11
486,cherlak,54.155,74.8055,12.92,95,100,5.86,RU,2024-06-11
487,les cayes,18.2,-73.75,27.83,83,87,4.4,HT,2024-06-11
488,yatou,37.15,122.3833,22.23,75,44,7.16,CN,2024-06-11
489,kegen,43.0197,79.2203,10.39,80,91,1.74,KZ,2024-06-11
490,alpine,32.835,-116.7664,31.61,64,100,4.63,US,2024-06-11
491,dongola,19.1667,30.4833,31.26,12,0,5.28,SD,2024-06-11
492,asparuhovo,43.3915,25.1255,21.78,73,67,3.52,BG,2024-06-11
493,meadow lake,34.8014,-106.5436,34.26,19,46,0.77,US,2024-06-11
494,enoch,37.7733,-113.0244,33.14,14,0,2.24,US,2024-06-11
495,inhambane,-23.865,35.3833,20.36,63,78,2.26,MZ,2024-06-11
496,karratha,-20.7377,116.8463,18.46,54,0,1.97,AU,2024-06-11
497,middle ridge,-27.6016,151.9621,10.52,72,15,1.79,AU,2024-06-11
498,wafangdian,39.6183,122.0081,21.85,63,95,3.0,CN,2024-06-11
499,monte caseros,-30.2536,-57.6363,21.96,83,89,3.85,AR,2024-06-11
500,palmer,42.1584,-72.3287,22.03,60,75,3.6,US,2024-06-11
501,musan-up,42.2261,129.2078,20.06,76,100,2.89,KP,2024-06-11
502,cabedelo,-6.9811,-34.8339,25.37,86,17,5.37,BR,2024-06-11
503,cozumel,20.5083,-86.9458,31.04,74,75,2.06,MX,2024-06-11
504,salahonda,2.1019,-78.7217,26.67,82,77,5.9,CO,2024-06-11
505,touros,-5.1989,-35.4608,25.66,84,11,5.52,BR,2024-06-11
506,dudinka,69.4058,86.1778,5.38,85,100,4.92,RU,2024-06-11
507,monrovia,6.3005,-10.7969,25.87,87,100,4.59,LR,2024-06-11
508,dawson creek,55.7666,-120.2362,17.8,48,40,2.57,CA,2024-06-11
509,idri,27.5,13.2667,33.35,12,0,2.37,LY,2024-06-11
510,st anne,49.715,-2.2042,11.25,67,31,7.4,GG,2024-06-11
511,raduzhny,62.0961,77.475,14.64,77,100,3.27,RU,2024-06-11
512,wacheng,33.7833,114.5167,29.39,48,0,2.9,CN,2024-06-11
513,port shepstone,-30.7414,30.455,15.65,54,67,2.65,ZA,2024-06-11
514,saint peter port,49.4598,-2.5353,14.2,76,20,3.09,GG,2024-06-11
515,thatta,24.7475,67.9235,28.32,79,22,8.14,PK,2024-06-11
516,yuzhno-kurilsk,44.0306,145.8556,11.88,99,97,2.13,RU,2024-06-11
517,moussoro,13.6408,16.4901,31.18,44,44,3.64,TD,2024-06-11
518,nuku'alofa,-21.1333,-175.2,25.19,78,75,6.69,TO,2024-06-11
519,stephenville,32.2207,-98.2023,28.41,72,0,1.54,US,2024-06-11
520,sambava,-14.2667,50.1667,22.01,90,100,3.28,MG,2024-06-11
521,namsos,64.4662,11.4957,7.03,87,100,1.03,NO,2024-06-11
522,kabalo,-6.05,26.9167,22.0,51,60,1.91,CD,2024-06-11
523,gamba,-2.65,10.0,22.16,93,24,0.33,GA,2024-06-11
524,cambria,35.5641,-121.0808,39.41,73,38,2.64,US,2024-06-11
525,mildura,-34.2,142.15,10.6,91,35,5.48,AU,2024-06-11
526,tari,12.4086,4.4914,27.71,71,100,5.32,NG,2024-06-11
527,portland,45.5234,-122.6762,24.81,47,75,5.66,US,2024-06-11
528,san juan de miraflores,-12.1629,-76.9635,21.6,78,100,1.54,PE,2024-06-11
529,moshkovo,55.3053,83.6104,14.34,93,99,1.96,RU,2024-06-11
530,lata,40.1629,-8.3327,15.6,98,1,1.06,PT,2024-06-11
531,shar'ya,58.3686,45.5144,22.21,75,100,5.81,RU,2024-06-11
532,hassi messaoud,31.6804,6.0729,37.92,10,40,2.57,DZ,2024-06-11
533,ascension,30.2169,-90.9001,34.45,54,100,2.06,US,2024-06-11
534,metlili chaamba,32.2667,3.6333,34.52,12,20,2.06,DZ,2024-06-11
535,pastos bons,-6.6017,-44.0767,25.79,47,27,1.17,BR,2024-06-11
536,sandnessjoen,66.0217,12.6316,8.29,78,100,5.45,NO,2024-06-11
537,estevan,49.1334,-102.9842,26.23,38,0,3.6,CA,2024-06-11
538,mezhdurechenskiy,59.6,65.9333,13.59,74,67,1.94,RU,2024-06-11
539,niamey,13.5137,2.1098,26.16,69,20,6.17,NE,2024-06-11
540,yanchep,-31.55,115.6833,15.53,88,56,0.4,AU,2024-06-11
541,carcarana,-32.8568,-61.1533,17.52,91,100,2.99,AR,2024-06-11
542,baker city,44.7749,-117.8344,30.84,27,0,4.63,US,2024-06-11
543,bubaque,11.2833,-15.8333,27.31,85,92,2.23,GW,2024-06-11
544,bay harbor,30.1471,-85.6146,34.43,45,40,3.09,US,2024-06-11
545,lerwick,60.1545,-1.1494,8.0,73,100,8.01,GB,2024-06-11
546,inari,68.906,27.0288,11.65,86,87,1.82,FI,2024-06-11
547,arua,3.0201,30.9111,17.65,96,62,2.11,UG,2024-06-11
548,leca da palmeira,41.191,-8.7003,19.5,77,0,5.14,PT,2024-06-11
549,nantucket,41.2835,-70.0995,20.01,76,0,2.06,US,2024-06-11
550,ammi moussa,35.8678,1.1114,21.84,59,16,1.28,DZ,2024-06-11
551,ventnor,50.5948,-1.2037,12.47,74,90,4.93,GB,2024-06-11
552,taroa,8.7058,171.2275,28.02,82,57,8.28,MH,2024-06-11
553,galliano,29.4422,-90.2992,32.0,74,0,2.06,US,2024-06-11
554,albertina,-22.2008,-46.6158,16.38,58,2,2.8,BR,2024-06-11
555,la ronge,55.1001,-105.2842,16.14,51,75,4.63,CA,2024-06-11
556,steamboat springs,40.485,-106.8317,27.41,25,0,4.63,US,2024-06-11
557,magistral'nyy,56.1725,107.4458,11.87,82,26,0.86,RU,2024-06-11
558,oranjestad,12.524,-70.027,29.97,83,20,11.32,AW,2024-06-11
559,kununurra,-15.7667,128.7333,12.99,94,51,0.0,AU,2024-06-11
560,darwin,-12.4611,130.8418,20.53,91,0,3.09,AU,2024-06-11
561,chotila,22.4167,71.1833,27.47,71,0,7.04,IN,2024-06-11
562,ugoofaaru,5.6667,73.0,28.65,78,100,7.55,MV,2024-06-11
563,adre,13.4667,22.2,26.68,51,100,4.48,TD,2024-06-11
564,laguna,38.421,-121.4238,40.19,29,0,5.14,US,2024-06-11
565,nizhnesortymskiy,62.4397,71.7603,13.65,66,1,2.76,RU,2024-06-11
566,haimen,23.1935,116.6142,26.94,91,58,4.87,CN,2024-06-11
567,keetmanshoop,-26.5833,18.1333,18.51,42,31,1.54,NA,2024-06-11
568,coos bay,43.3665,-124.2179,21.29,67,100,9.26,US,2024-06-11
569,as samawah,31.332,45.2944,34.32,16,0,3.62,IQ,2024-06-11
570,visakhapatnam,17.69,83.2093,29.94,89,40,2.06,IN,2024-06-11
571,ambalangoda,6.2355,80.0538,29.43,84,100,6.89,LK,2024-06-11
572,puerto carreno,6.189,-67.4859,26.99,89,40,3.6,CO,2024-06-11
573,sao felix do xingu,-6.6447,-51.995,25.17,58,93,1.5,BR,2024-06-11
574,musawa,12.1272,7.6698,26.76,56,85,1.4,NG,2024-06-11
575,lumajang,-8.1335,113.2248,23.36,95,86,1.49,ID,2024-06-11
576,sultanah,24.4926,39.5857,35.25,8,0,1.54,SA,2024-06-11
577,troy,42.6056,-83.1499,23.27,43,0,0.89,US,2024-06-11
578,garachico,28.7781,-17.7646,19.06,64,75,7.2,ES,2024-06-11
579,taulaga,-11.0553,-171.0883,28.45,77,96,5.12,AS,2024-06-11
580,berea,41.3662,-81.8543,21.78,48,40,4.12,US,2024-06-11
581,kuta,-8.7233,115.1723,25.97,88,20,3.6,ID,2024-06-11
